headline,summary,content,url,image_url,published_date,source_name,market
Έκλεισε με μεικτές τάσεις η Wall Street -Ρεκόρ για τον δείκτη S&P 500,Χωρίς κάποια καθαρή κατεύθυνση έκλεισε σήμερα η Wall Street.,"Χωρίς κάποια καθαρή κατεύθυνση έκλεισε σήμερα η Wall Street.
Μεικτές τάσεις επικράτησαν σήμερα στο χρηματιστήριο της Νέας Υόρκης, όπου ο δείκτης S&P 500 κατέγραψε νέο ρεκόρ, ενώ η υψηλότερη του αναμενομένου αύξηση του πληθωρισμού χονδρικής μετρίασε τ... [509 chars]",https://www.iefimerida.gr/oikonomia/wall-street-ekleise-me-rekor-sp-500,https://www.iefimerida.gr/sites/default/files/styles/facebook/public/2024-05/wall-steet-xrimatistirio.jpg?itok=xE3MJsXO,2025-08-14 20:59:08+00:00,iefimerida,SP500
Wall Street: Ανθεκτικότητα παρά την έκπληξη στον πληθωρισμό,"Ανέκαμψαν από τα χαμηλά επίπεδα που σημειώθηκαν νωρίτερα την Πέμπτη οι δείκτες της Wall Street - Ο S&P 500 έκλεισε οριακά θετικά, στην τρίτη συνεχή ημέρα κερδών","Ανέκαμψαν από τα χαμηλά επίπεδα που σημειώθηκαν νωρίτερα την Πέμπτη οι δείκτες της Wall Street, καθώς οι επενδυτές εκμεταλλεύτηκαν την ευκαιρία για να πραγματοποιήσουν νέες τοποθετήσεις, παρά τα αρνητικά στοιχεία για τον πληθωρισμό χονδρικής.
Ο S&P 5... [2455 chars]",https://www.in.gr/2025/08/14/economy/diethnis-oikonomia/wall-street-anthektikotita-para-tin-ekpliksi-ston-plithorismo/,https://www.in.gr/wp-content/uploads/2025/08/ot_wall_street24-1024x600-1-620x350.png,2025-08-14 20:45:30+00:00,In.gr,SP500
"Wall Street ""esbarra"" em novos dados da inflação. S&P 500 renova máximos e Intel pulou 7%","Depois de nas últimas sessões terem batido sucessivos recordes, os índices do lado de lá do Atlântico fecharam praticamente inalterados, com o S&P a ser o único a valorizar e a atingir novos máximos de fecho, depois da leitura dos dados da inflação no produtor ter levado alguns investidores a reduzir apostas quanto a um corte de juros em setembro.","O “rally” que se tem vivido nos ativos de risco norte-americanos sofreu hoje um contratempo, depois de a inflação no produtor de julho nos Estados Unidos (EUA) ter ficado acima das expectativas do mercado.
Os principais índices norte-americanos fecha... [2751 chars]",https://www.jornaldenegocios.pt/mercados/bolsa/detalhe/wall-street-esbarra-em-novos-dados-da-inflacao-s-p-500-renova-maximos-e-intel-pulou-7,https://cdn.jornaldenegocios.pt/images/2025-08/img_1200x676uu2025-08-08-10-57-49-507144.jpg,2025-08-14 20:31:32+00:00,Jornal de Negócios - Portugal,SP500
Wall Street Wavers Amid Inflation Concerns and Fed Speculation,"Wall Street's indexes experienced mixed results as concerns over increased producer prices and potential Fed rate cuts influenced market dynamics. Despite a rise in S&P 500, uncertainties lingered with inflationary pressures and geopolitical tensions affecting investor sentiment. Traders adjusted expectations for rate cuts amid varying sector performances and market fluctuations.","Wall Street indices ended Thursday on a mixed note as inflation concerns and potential interest rate cuts weighed on investor sentiment. The S&P 500 recorded a marginal gain, edging to a new closing high, while the Dow Jones and Nasdaq remained nearl... [875 chars]",https://www.devdiscourse.com/article/headlines/3542174-wall-street-wavers-amid-inflation-concerns-and-fed-speculation,https://www.devdiscourse.com/remote.axd?https://devdiscourse.blob.core.windows.net/aiimagegallery/16_05_2025_20_40_15_2009644.png?width=920&format=jpeg,2025-08-14 20:29:29+00:00,Devdiscourse,SP500
"Wall Street: Σε άνοδο για τρίτη μέρα ο S&P 500, παρά τις ανησυχίες για τον πληθωρισμό","Από τα χαμηλά επίπεδα ανέκαμψαν οι μετοχές στην Wall Street που είχαν φτάσει νωρίτερα την Πέμπτη (14.8.2025), με τους επενδυτές να αγοράζουν ξανά σε","Από τα χαμηλά επίπεδα ανέκαμψαν οι μετοχές στην Wall Street που είχαν φτάσει νωρίτερα την Πέμπτη (14.8.2025), με τους επενδυτές να αγοράζουν ξανά σε χαμηλές τιμές παρά την αρνητική έκθεση για τον πληθωρισμό χονδρικής.
Συγκεκριμένα, ο S&P 500 της Wall... [2558 chars]",https://www.newsit.gr/oikonomia/agores/wall-street-se-anodo-gia-triti-mera-o-s-amp-p-500-para-tis-anisyxies-gia-ton-plithorismo/4451582/,https://www.newsit.gr/wp-content/uploads/2025/07/wall-street-reuters-1200x630.jpg,2025-08-14 20:28:39+00:00,Newsit,SP500
"Wall Street termine en demi-teinte, mais le S&P atteint un nouveau sommet en fin d'année, alors que les paris sur la baisse des taux d'intérêt s'estompent","((Traduction automatisée par Reuters à l'aide de l'apprentissage automatique et de l'IA générative, veuillez vous référer à l'avertissement suivant: https://bit.ly/rtrsauto)) * Indices: Dow -0,02, S&P 500... - 14/08/2025 à 22:27 - Boursorama","Wall Street termine en demi-teinte, mais le S&P atteint un nouveau sommet en fin d'année, alors que les paris sur la baisse des taux d'intérêt s'estompent
((Traduction automatisée par Reuters à l'aide de l'apprentissage automatique et de l'IA générat... [5627 chars]",https://www.boursorama.com/bourse/actualites/wall-street-termine-en-demi-teinte-mais-le-s-p-atteint-un-nouveau-sommet-en-fin-d-annee-alors-que-les-paris-sur-la-baisse-des-taux-d-interet-s-estompent-8373688d421e002975b5603c20066b4b,https://www.boursorama.com/bundles/boursoramaui/images/news/trading-news-5.jpg,2025-08-14 20:27:53+00:00,Boursorama,SP500
"Wall Street termine sans direction, record de clôture pour le S&P 500","* Le Dow Jones a cédé 0,02%, le S&P 500 a gagné 0,03% et le Nasdaq a perdu 0,01% La Bourse de New York a fini sur de faibles variations jeudi mais le S&P-500 a enregistré un record de clôture, alors que les... - 14/08/2025 à 22:17 - Boursorama","Wall Street termine sans direction, record de clôture pour le S&P 500
*
Le Dow Jones a cédé 0,02%, le S&P 500 a gagné 0,03% et le Nasdaq a perdu 0,01%
La Bourse de New York a fini sur de faibles variations jeudi mais le S&P-500 a enregistré un record... [3868 chars]",https://www.boursorama.com/bourse/actualites/wall-street-termine-sans-direction-record-de-cloture-pour-le-s-p-500-0d7ccaa2386b36872d7659bc406f1311,https://www.boursorama.com/bundles/boursoramaui/images/news/trading-news-0.jpg,2025-08-14 20:17:47+00:00,Boursorama,SP500
Wall Street: Ρεκόρ με αστερίσκους για τον S&P 500 - Τι έκοψε τη φόρα στην αγορά,"Η αντίθεση ανάμεσα σε έναν ισχυρό PPI και έναν ήπιο CPI δείχνει ότι οι επιχειρήσεις απορροφούν για την ώρα μεγάλο μέρος του κόστους των δασμών, αντί να το μετακυλίουν στους καταναλωτές, κάτι που ωστόσο δεν θα μπορούν να κάνουν για πολύ ακόμη","Κλείσιμο
Η απρόσμενη άνοδος του πληθωρισμού στις τιμές παραγωγού «θόλωσε» το τοπίο της Wall Street στη συνεδρίαση της Πέμπτης, βάζοντας φρένο στις υψηλές προσδοκίες της αγοράς για επανεκκίνηση της νομισματικής χαλάρωσης από τον Σεπτέμβριο, ακόμη και ... [3615 chars]",https://www.protothema.gr/economy/article/1682679/wall-street-rekor-me-asteriskous-gia-ton-sp-500-ti-ekopse-ti-fora-stin-agora/,https://www.protothema.gr/images/640x360share/2/jpg/files/2023-09-05/sxolio-agores-xrimatistirio-n-yorkis-wall-street-thumb-large.jpg,2025-08-14 20:15:07+00:00,Πρώτο ΘΕΜΑ,SP500
"Most US stocks fall after a disappointing inflation update, but Big Tech keeps Wall Street steady","NEW YORK (AP) — Most stocks fell on Wall Street following a disappointing update on inflation. But gains for Amazon and other influential Big Tech companies helped to mask the losses on Thursday, and the S&P 500 edged up less than 0.1%.","NEW YORK (AP) — Most stocks fell on Wall Street following a disappointing update on inflation. But gains for Amazon and other influential Big Tech companies helped to mask the losses on Thursday, and the S&P 500 edged up less than 0.1%. The Dow Jones... [4751 chars]",https://www.elliotlaketoday.com/national-business/most-us-stocks-fall-after-a-disappointing-inflation-update-but-big-tech-keeps-wall-street-steady-11075094,https://www.vmcdn.ca/f/files/shared/feeds/cp/2025/08/d1c988ed9d5121461dd302dfa1e98d6c62c9e3f58a7db986b2ba59135c4f2e1c.jpg;w=1200;h=800;mode=crop,2025-08-14 20:04:49+00:00,ElliotLakeToday.com,SP500
"Most US stocks fall after a disappointing inflation update, but Big Tech keeps Wall Street steady","NEW YORK (AP) — Most stocks fell on Wall Street following a disappointing update on inflation. But gains for Amazon and other influential Big Tech companies helped to mask the losses on Thursday, and the S&P 500 edged up less than 0.1%.","NEW YORK (AP) — Most stocks fell on Wall Street following a disappointing update on inflation. But gains for Amazon and other influential Big Tech companies helped to mask the losses on Thursday, and the S&P 500 edged up less than 0.1%.
NEW YORK (AP)... [4988 chars]",https://www.vancouverisawesome.com/national-business/most-us-stocks-fall-after-a-disappointing-inflation-update-but-big-tech-keeps-wall-street-steady-11075106,https://www.vmcdn.ca/f/files/shared/feeds/cp/2025/08/d1c988ed9d5121461dd302dfa1e98d6c62c9e3f58a7db986b2ba59135c4f2e1c.jpg;w=1200;h=800;mode=crop,2025-08-14 20:04:49+00:00,Vancouver Is Awesome,SP500
"Most US stocks fall after a disappointing inflation update, but Big Tech keeps Wall Street steady","NEW YORK (AP) — Most stocks fell on Wall Street following a disappointing update on inflation. But gains for Amazon and other influential Big Tech companies helped to mask the losses on Thursday, and the S&P 500 edged up less than 0.1%.","NEW YORK (AP) — Most stocks fell on Wall Street following a disappointing update on inflation. But gains for Amazon and other influential Big Tech companies helped to mask the losses on Thursday, and the S&P 500 edged up less than 0.1%. The Dow Jones... [4751 chars]",https://www.sootoday.com/national-business/most-us-stocks-fall-after-a-disappointing-inflation-update-but-big-tech-keeps-wall-street-steady-11075094,https://www.vmcdn.ca/f/files/shared/feeds/cp/2025/08/d1c988ed9d5121461dd302dfa1e98d6c62c9e3f58a7db986b2ba59135c4f2e1c.jpg;w=1200;h=800;mode=crop,2025-08-14 20:04:49+00:00,SooToday,SP500
"Most US stocks fall after a disappointing inflation update, but Big Tech keeps Wall Street steady","NEW YORK (AP) — Most stocks fell on Wall Street following a disappointing update on inflation. But gains for Amazon and other influential Big Tech companies helped to mask the losses on Thursday, and the S&P 500 edged up less than 0.1%.","NEW YORK (AP) — Most stocks fell on Wall Street following a disappointing update on inflation. But gains for Amazon and other influential Big Tech companies helped to mask the losses on Thursday, and the S&P 500 edged up less than 0.1%. The Dow Jones... [4751 chars]",https://www.bradfordtoday.ca/national-business/most-us-stocks-fall-after-a-disappointing-inflation-update-but-big-tech-keeps-wall-street-steady-11075094,https://www.vmcdn.ca/f/files/shared/feeds/cp/2025/08/d1c988ed9d5121461dd302dfa1e98d6c62c9e3f58a7db986b2ba59135c4f2e1c.jpg;w=1200;h=800;mode=crop,2025-08-14 20:04:49+00:00,BradfordToday,SP500
"Most US stocks fall after a disappointing inflation update, but Big Tech keeps Wall Street steady","NEW YORK (AP) — Most stocks fell on Wall Street following a disappointing update on inflation. But gains for Amazon and other influential Big Tech companies helped to mask the losses on Thursday, and the S&P 500 edged up less than 0.1%.","NEW YORK (AP) — Most stocks fell on Wall Street following a disappointing update on inflation. But gains for Amazon and other influential Big Tech companies helped to mask the losses on Thursday, and the S&P 500 edged up less than 0.1%. The Dow Jones... [4751 chars]",https://www.guelphtoday.com/national-business/most-us-stocks-fall-after-a-disappointing-inflation-update-but-big-tech-keeps-wall-street-steady-11075094,https://www.vmcdn.ca/f/files/shared/feeds/cp/2025/08/d1c988ed9d5121461dd302dfa1e98d6c62c9e3f58a7db986b2ba59135c4f2e1c.jpg;w=1200;h=800;mode=crop,2025-08-14 20:04:49+00:00,GuelphToday,SP500
"Most US stocks fall after a disappointing inflation update, but Big Tech keeps Wall Street steady","NEW YORK (AP) — Most stocks fell on Wall Street following a disappointing update on inflation. But gains for Amazon and other influential Big Tech companies helped to mask the losses on Thursday, and the S&P 500 edged up less than 0.1%.","NEW YORK (AP) — Most stocks fell on Wall Street following a disappointing update on inflation. But gains for Amazon and other influential Big Tech companies helped to mask the losses on Thursday, and the S&P 500 edged up less than 0.1%. The Dow Jones... [4751 chars]",https://www.baytoday.ca/business/most-us-stocks-fall-after-a-disappointing-inflation-update-but-big-tech-keeps-wall-street-steady-11075094,https://www.vmcdn.ca/f/files/shared/feeds/cp/2025/08/d1c988ed9d5121461dd302dfa1e98d6c62c9e3f58a7db986b2ba59135c4f2e1c.jpg;w=1200;h=800;mode=crop,2025-08-14 20:04:49+00:00,BayToday,SP500
Wall Street's Mixed Reactions: Inflation Concerns vs. Rate Cut Speculations,"Wall Street's major indexes had mixed results on Thursday. The S&P 500 hit a new high, while Dow Jones and Nasdaq stayed flat amid rising producer prices. The increase led traders to lower their expectations for aggressive interest rate cuts this year. However, a September cut of 25 basis points is still anticipated.","The major indexes on Wall Street recorded mixed performances on Thursday. While the S&P 500 edged up to a record high, the Dow Jones and Nasdaq remained flat. This occurred in the wake of a surprising producer prices report, which curbed hopes of sig... [771 chars]",https://www.devdiscourse.com/article/business/3542167-wall-streets-mixed-reactions-inflation-concerns-vs-rate-cut-speculations,https://www.devdiscourse.com/remote.axd?https://devdiscourse.blob.core.windows.net/aiimagegallery/11_08_2025_00_55_44_8475056.png?width=920&format=jpeg,2025-08-14 20:02:48+00:00,Devdiscourse,SP500
"5 stock buys as the S&P 500 nears record highs, plus updates on 26 more","On Thursday, Jim Cramer also gave a rapid-fire update on the Club's other holdings during the August Monthly Meeting.",Jim Cramer covered each holding in the Investing Club's portfolio during the August Monthly Meeting on Thursday. He went over five stocks new investors should consider buying — and when to sell others – as the S & P 500 trades near record highs. Appl... [10554 chars],https://www.cnbc.com/2025/08/14/5-stock-buys-as-the-sp-500-nears-record-highs-plus-updates-on-26-more.html,https://image.cnbcfm.com/api/v1/image/103896448-CBOE_Traders.jpg?v=1532564043&w=1920&h=1080,2025-08-14 19:29:27+00:00,CNBC,SP500
"Wall Street fica estável, mas S&P 500 marca pico de fechamento",Índice de preços ao produtor mais alto do que o esperado e a expectativa de menor corte de juros pelo Fed mantiveram investidores cautelosos,"Placa de Wall Street perto da bolsa de Nova York
Índice de preços ao produtor mais alto do que o esperado e a expectativa de menor corte de juros pelo Fed mantiveram investidores cautelosos
Os principais índices de Wall Street fecharam com sinais mis... [781 chars]",https://www.cnnbrasil.com.br/economia/mercado/wall-street-fica-estavel-mas-sp-500-marca-pico-de-fechamento/,https://admin.cnnbrasil.com.br/wp-content/uploads/sites/12/Reuters_Direct_Media/BrazilOnlineReportBusinessNews/tagreuters.com2024binary_LYNXMPEK6A0HN-FILEDIMAGE.jpg,2025-08-14 18:27:43+00:00,CNN Brasil,SP500
"Stock Market Outlook: S&P 500 Correction Risk Has Spiked, Goldman Says","The S&P 500 is looking more likely to face a correction, thanks to the risks from tariffs and low volatility in the market, Goldman Sachs says.","lighning bolt icon An icon in the shape of a lightning bolt.
lighning bolt icon An icon in the shape of a lightning bolt. Impact Link
This story is available exclusively to Business Insider subscribers. Become an Insider and start reading now.
The st... [3488 chars]",https://www.businessinsider.com/stock-market-outlook-sp500-prediction-correction-tariffs-economy-goldman-sachs-2025-8,https://i.insider.com/689dfc45194a2d49b8ae9027?width=1200&format=jpeg,2025-08-14 17:20:59+00:00,Business Insider,SP500
Can Stocks Keep Rising? Here Are Cases For-And Against-More Gains for the S&P 500,"One bull says Trump's Liberation Day might've been the hard reset needed to pave the way for stocks to keep rising. But with the U.S. indexes already around highs, some watchers think the possibility of a correction is impossible to ignore.","Key Takeaways Wellington-Altus's chief market strategist says the S&P 500 could climb about 15% by the spring of 2026.
President Donald Trump ""has reset the economic cycle, setting the stage for a historic rally,"" he wrote.
But market watchers aren't... [2568 chars]",https://www.investopedia.com/a-market-strategist-makes-the-case-for-the-s-and-p-500-climbing-to-7-500-11790773,https://www.investopedia.com/thmb/gjr7cXVk_epwzwikEOHlmvwsshg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-2229158480-56f20ec5ec754cbb98d31059046775d0.jpg,2025-08-14 17:07:27+00:00,Investopedia,SP500
S&P 500 Margins at Risk as Producer Costs Outrun Consumer Prices,"Corporate America’s effort to boost margins and sustain US stock gains faces a key hurdle: a widening gap between consumer and producer prices, compounded by tariff uncertainties.","Corporate America’s effort to boost margins and sustain US stock gains faces a key hurdle: a widening gap between consumer and producer prices, compounded by tariff uncertainties.
Prices paid to US producers surged in July by the most in three years,... [390 chars]",https://www.bloomberg.com/news/articles/2025-08-14/s-p-500-margins-at-risk-as-producer-costs-outrun-consumer-prices,https://assets.bwbx.io/images/users/iqjWHBFdfxIU/ieoBLefyjjDY/v1/1200x800.jpg,2025-08-14 15:22:13+00:00,Bloomberg,SP500
Bolsas dos EUA fecham mistas após 'susto' em dado de inflação; S&P 500 bate recorde,Os preços ao produtor americano de julho ficaram muito acima do esperado pelo consenso de economistas,"Os principais índices acionários de Nova York fecharam em movimentos opostos, mas pendendo para a estabilidade, diante de números de inflação ao produtor americano de julho surpreenderem negativamente o mercado. O S&P 500 caminhou bem pouco, mas o su... [1908 chars]",https://valorinveste.globo.com/produtos/investimento-no-exterior/noticia/2025/08/14/bolsas-dos-eua-buscam-recuperacao-apos-dados-mais-fortes-que-o-esperado.ghtml,https://s2-valor-investe.glbimg.com/4xy0067nHqy4irUjm7rA66d0sEU=/3675x0/filters:format(jpeg)/https://i.s3.glbimg.com/v1/AUTH_f035dd6fd91c438fa04ab718d608bbaa/internal_photos/bs/2020/w/5/vlFlWjTKWj19ItwWmtTQ/gettyimages-501228753.jpg,2025-08-14 15:12:57+00:00,Valor Investe,SP500
"US market today: S&P 500, Nasdaq slip from peaks; Dow down 104 points after hot inflation data","International Business News: Wall Street experienced a downturn as wholesale inflation exceeded expectations, diminishing hopes for imminent interest rate cuts by the Federal Rese","Photo credit- AP
Wall Street retreated from record levels on Thursday after US government data showed wholesale inflation rose more than expected last month, dimming hopes for imminent interest rate cuts.The S&P 500 slipped 0.2% from its all-time hig... [1794 chars]",https://timesofindia.indiatimes.com/business/international-business/us-market-today-sp-500-nasdaq-slip-from-peaks-dow-down-104-points-after-hot-inflation-data/articleshow/123307028.cms,"https://static.toiimg.com/thumb/msid-123307031,width-1070,height-580,imgsize-1689300,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2025-08-14 14:14:00+00:00,Times of India,SP500
S&P 500-Wert PepsiCo-Aktie: So viel hätten Anleger an einem PepsiCo-Investment von vor 10 Jahren verdient,"Anleger, die vor Jahren in PepsiCo-Aktien investiert haben, können sich über so viel Gewinn freuen. 14.08.2025","PepsiCo-Investition
Anleger, die vor Jahren in PepsiCo-Aktien investiert haben, können sich über so viel Gewinn freuen.
Am 14.08.2015 wurde die PepsiCo-Aktie via Börse NAS gehandelt. Diesen Tag beendete das PepsiCo-Papier bei 99,23 USD. Bei einer 1.0... [474 chars]",https://www.finanzen.net/nachricht/aktien/s-p-500-wert-pepsico-aktie-so-viel-haetten-anleger-an-einem-pepsico-investment-von-vor-10-jahren-verdient-14729779,https://images.finanzen.net/mediacenter/unsortiert/pepsi_valestock_shutterstock_660.jpg,2025-08-14 14:00:59+00:00,finanzen.net,SP500
US stocks dip after disappointing inflation data dents hopes for coming cuts to interest rates,NEW YORK (AP) — Wall Street is edging back from its record heights on Thursday after a disappointing report said inflation was worse last month at the U.S. wholesale level than economists expected. The S&P 500 slipped 0.,"NEW YORK (AP) — Wall Street is edging back from its record heights on Thursday after a disappointing report said inflation was worse last month at the U.S. wholesale level than economists expected.
The S&P 500 slipped 0.2% from its all-time high set ... [3007 chars]",https://www.baytoday.ca/business/us-stocks-dip-after-disappointing-inflation-data-dents-hopes-for-coming-cuts-to-interest-rates-11075094,https://www.vmcdn.ca/f/files/shared/feeds/cp/2025/08/83b5d81d36cc4e615ea50f57735ae77d8dad4828c6dd544564f38f15310811e1.jpg;w=1200;h=800;mode=crop,2025-08-14 13:58:43+00:00,BayToday,SP500
US stocks dip after disappointing inflation data dents hopes for coming cuts to interest rates,NEW YORK (AP) — Wall Street is edging back from its record heights on Thursday after a disappointing report said inflation was worse last month at the U.S. wholesale level than economists expected. The S&P 500 slipped 0.,"NEW YORK (AP) — Wall Street is edging back from its record heights on Thursday after a disappointing report said inflation was worse last month at the U.S. wholesale level than economists expected.
The S&P 500 slipped 0.2% from its all-time high set ... [3007 chars]",https://www.sootoday.com/national-business/us-stocks-dip-after-disappointing-inflation-data-dents-hopes-for-coming-cuts-to-interest-rates-11075094,https://www.vmcdn.ca/f/files/shared/feeds/cp/2025/08/83b5d81d36cc4e615ea50f57735ae77d8dad4828c6dd544564f38f15310811e1.jpg;w=1200;h=800;mode=crop,2025-08-14 13:58:43+00:00,SooToday,SP500
US stocks dip after disappointing inflation data dents hopes for coming cuts to interest rates,NEW YORK (AP) — Wall Street is edging back from its record heights on Thursday after a disappointing report said inflation was worse last month at the U.S. wholesale level than economists expected. The S&P 500 slipped 0.,"NEW YORK (AP) — Wall Street is edging back from its record heights on Thursday after a disappointing report said inflation was worse last month at the U.S. wholesale level than economists expected.
The S&P 500 slipped 0.2% from its all-time high set ... [3007 chars]",https://www.bradfordtoday.ca/national-business/us-stocks-dip-after-disappointing-inflation-data-dents-hopes-for-coming-cuts-to-interest-rates-11075094,https://www.vmcdn.ca/f/files/shared/feeds/cp/2025/08/83b5d81d36cc4e615ea50f57735ae77d8dad4828c6dd544564f38f15310811e1.jpg;w=1200;h=800;mode=crop,2025-08-14 13:58:43+00:00,BradfordToday,SP500
US stocks dip after disappointing inflation data dents hopes for coming cuts to interest rates,NEW YORK (AP) — Wall Street is edging back from its record heights on Thursday after a disappointing report said inflation was worse last month at the U.S. wholesale level than economists expected. The S&P 500 slipped 0.,"NEW YORK (AP) — Wall Street is edging back from its record heights on Thursday after a disappointing report said inflation was worse last month at the U.S. wholesale level than economists expected.
The S&P 500 slipped 0.2% from its all-time high set ... [3007 chars]",https://www.elliotlaketoday.com/national-business/us-stocks-dip-after-disappointing-inflation-data-dents-hopes-for-coming-cuts-to-interest-rates-11075094,https://www.vmcdn.ca/f/files/shared/feeds/cp/2025/08/83b5d81d36cc4e615ea50f57735ae77d8dad4828c6dd544564f38f15310811e1.jpg;w=1200;h=800;mode=crop,2025-08-14 13:58:43+00:00,ElliotLakeToday.com,SP500
US stocks dip after disappointing inflation data dents hopes for coming cuts to interest rates,NEW YORK (AP) — Wall Street is edging back from its record heights on Thursday after a disappointing report said inflation was worse last month at the U.S. wholesale level than economists expected. The S&P 500 slipped 0.,"NEW YORK (AP) — Wall Street is edging back from its record heights on Thursday after a disappointing report said inflation was worse last month at the U.S. wholesale level than economists expected.
The S&P 500 slipped 0.2% from its all-time high set ... [3007 chars]",https://www.guelphtoday.com/national-business/us-stocks-dip-after-disappointing-inflation-data-dents-hopes-for-coming-cuts-to-interest-rates-11075094,https://www.vmcdn.ca/f/files/shared/feeds/cp/2025/08/83b5d81d36cc4e615ea50f57735ae77d8dad4828c6dd544564f38f15310811e1.jpg;w=1200;h=800;mode=crop,2025-08-14 13:58:43+00:00,GuelphToday,SP500
US stocks dip after disappointing inflation data dents hopes for coming cuts to interest rates,NEW YORK (AP) — Wall Street is edging back from its record heights on Thursday after a disappointing report said inflation was worse last month at the U.S. wholesale level than economists expected. The S&P 500 slipped 0.,"NEW YORK (AP) — Wall Street is edging back from its record heights on Thursday after a disappointing report said inflation was worse last month at the U.S. wholesale level than economists expected. The S&P 500 slipped 0.
NEW YORK (AP) — Wall Street i... [3228 chars]",https://www.vancouverisawesome.com/national-business/us-stocks-dip-after-disappointing-inflation-data-dents-hopes-for-coming-cuts-to-interest-rates-11075106,https://www.vmcdn.ca/f/files/shared/feeds/cp/2025/08/83b5d81d36cc4e615ea50f57735ae77d8dad4828c6dd544564f38f15310811e1.jpg;w=1200;h=800;mode=crop,2025-08-14 13:58:00+00:00,Vancouver Is Awesome,SP500
"Wall Street today: Dow Jones, S&P 500, Nasdaq retreat after hotter-than-expected wholesale inflation data","As of 1:13 PM Eastern Time, the S&P 500 edged down by 0.1%, the Dow Jones Industrial Average was down 0.3%, and the Nasdaq Composite was mostly unchanged.","US stock indices retreated on Thursday after a hotter-than-expected wholesale inflation data dampened investor hopes of interest rate cuts by the Federal Reserve this year.
A Labor Department report showed the Producer Price Index (PPI) rose 0.9% in ... [1748 chars]",https://www.livemint.com/market/stock-market-news/wall-street-today-dow-jones-s-p-500-nasdaq-retreat-after-hotter-than-expected-producer-prices-data-11755179135900.html,https://www.livemint.com/lm-img/img/2025/08/14/1600x900/BULLISH-IPO-5_1755179243164_1755179261276.jpg,2025-08-14 13:57:35+00:00,Livemint,SP500
"Our top 3 gainers, laggards as the S&P 500 continues to hit records","Earnings, tariffs, and questions about the Fed's next interest rate decision were all factors that moved markets since our annual meeting on July 11.","The stock market has been on a tear over the past month, as Wall Street mulled over quarterly earnings reports, President Donald Trump 's tariff moves, and the Federal Reserve's next monetary policy decision. Since last month's third annual meeting o... [8374 chars]",https://www.cnbc.com/2025/08/14/our-top-3-gainers-laggards-as-the-sp-500-continues-to-hit-records.html,https://image.cnbcfm.com/api/v1/image/108141610-1746543921369-gettyimages-2213149279-AFP_44MY4FX.jpeg?v=1755106144&w=1920&h=1080,2025-08-14 13:52:45+00:00,CNBC,SP500
US Stock Market Today: S&P 500 Retreats From Record High Nasdaq Falls 64 Points On Producer Inflation Data,"US Stock Market Today: The Dow Jones Industrial Average fell 164.29 points, or 0.37%, to 44,757.98, the S&P 500 lost 16.84 points, or 0.26%, to 6,449.74 and the Nasdaq Composite lost 22.69 points, or 0.10%, to 21,690.45. Nine of the 11 S&P 500 sectors declined, with materials down 1.2%, falling the most. Rate-sensitive small-caps and housing stocks also dropped more than 1% each.","US Stock Market Today: Wall Street's main indexes declined on Thursday, Aug. 14, after a higher-than-expected producer prices report dampened investor expectations of potential interest-rate cuts by the US Federal Reserve.
A Labor Department report s... [547 chars]",https://www.ndtvprofit.com/markets/us-stock-market-today-sp-500-retreats-from-record-high-nasdaq-falls-64-points-on-producer-inflation-data,https://media.assettype.com/bloombergquint%2F2025-04-18%2Fb7mliu2m%2FUS-Stock-market.png?rect=0%2C7%2C1200%2C630&w=1200&auto=format%2Ccompress&ogImage=true,2025-08-14 13:42:43+00:00,NDTV Profit,SP500
S&P 500 e Nasdaq recuam de recorde após dados sobre inflação ao produtor dos EUA,"Encontre orientações e notícias sobre economia: investimentos, finanças, negócios, carreira, cotações de Bolsas, moedas, índices econômicos e mais...",(Reuters) - O S&P 500 e o Nasdaq recuavam de máximas recordes nesta quinta-feira depois que dados de preços ao produtor nos Estados Unidos mais fortes do que o esperado diminuiu as expectativas dos investidores quanto a possíveis cortes na taxa de ju... [275 chars],https://economia.uol.com.br/noticias/reuters/2025/08/14/sp-500-e-nasdaq-recuam-de-recorde-apos-dados-sobre-inflacao-ao-produtor-dos-eua.htm,https://conteudo.imguol.com.br/c/_layout/v3/jupiter/share.png,2025-08-14 13:38:24+00:00,UOL,SP500
"Stock Market Today: S&P 500, Nasdaq Futures Decline-Deere & Co., Dlocal, Applied Materials In Focus (UPDATED)",Editor’s Note: The future prices of benchmark tracking ETFs and the latest economic releases were updated in the story. U.S. stock futures descended amid fluctuation in premarket trading on Thursday following Wednesday’s rally. Futures of major benchmark indices were mixed.,"Editor’s Note: The future prices of benchmark tracking ETFs and the latest economic releases were updated in the story.
U.S. stock futures descended amid fluctuation in premarket trading on Thursday following Wednesday’s rally. Futures of major bench... [8794 chars]",https://www.benzinga.com/markets/equities/25/08/47115980/stock-market-today-sp-500-nasdaq-futures-tumble-deere-co-dlocal-applied-materials-in-focus,https://cdn.benzinga.com/files/images/story/2025/08/14/Wall-Street.jpeg?width=1200&height=800&fit=crop,2025-08-14 12:43:33+00:00,Benzinga,SP500
